id|kind|starting_point|existing_path|remaining_gap|further_upgrade|comparison|metric|fixtures|decision_use
C24|forecast|Use constant variance or a simple ARCH/GARCH recursion.|Constrained low-order models, explicit multi-step horizon aggregation and tail/asymmetry challengers.|Return-only recursions can react slowly to new intraday measurements and fit tails separately from variance dynamics.|Compare GARCH/asymmetric recursions with a compact realized-measurement-augmented variance model and a residual combination with HAR. Register each equation, positivity/stability/innovation assumptions and chronological initialization; match inputs separately when testing model class versus added RV information, and calibrate predictive tails.|Constant/EWMA, ARCH/GARCH, registered asymmetric/t innovations, realized-measurement augmentation and HAR residual combination.|Variance and tail proper loss, parameter stability, horizon calibration, computation and incremental ensemble/net value.|Near-unit persistence; structural break; heavy tails; measurement unavailable; multi-step covariance assumptions; nonpositive numerical state.|Test whether conditional dynamics and fresh realized information improve the complete volatility ensemble beyond simpler memory models.
O01|engineering|Take one downloaded option chain as the universe.|Sparse PIT union, distinct listed/quoted/traded/OI universes and field-specific coverage.|Repeated chain joins are costly, and a single coverage percentage hides structurally different holes that change model support.|Maintain an incremental contract/strike/expiry support tensor with listing lifecycle, observation age, value-source lineage and operation eligibility. Cache only validated shared views; expose support topology and stable common-cohort projections to models, with sparse residual imputation a separately scored option.|Literal sparse union, fixed intersection and incremental support-aware views; compare imputation only on masked observed targets and eligible downstream cohorts.|Identity/coverage parity, query cost, held-out field error, support robustness and downstream uncertainty.|New listing; duplicate near/broad acquisition; disappearing wing; unchanged chain with fresh quotes; expired contract omitted from report.|Give every option feature/model an accurate, efficient view of what is actually observed and where information is missing.
O02|engineering|Invert a midpoint into one IV number.|Contract-specific price validation, bracketed inversion and bid/ask uncertainty intervals.|Near expiry or low vega, a precise numerical root can represent weakly identified volatility; repeated full inversion can waste compute.|Add price-to-IV conditioning diagnostics and interval-aware inversion, switching downstream comparison to price-space when IV is weakly identified. Use bounded warm starts/adaptive solver tolerances tied to option-price and consumer sensitivity error; retain independent literal solvers for European and eligible American styles.|Mid root, bid/ask interval, condition-aware price/IV representation and optimized versus reference solver.|Price reconstruction, interval/domain fidelity, sensitivity error, failure detection and latency.|Intrinsic-only quote; tiny vega; one-sided market; dividend/exercise boundary; negative-rate/carry domain; near-zero time.|Improve numerical usefulness and speed while making the information content of an IV estimate explicit.
O03|measurement|Assign every option trade a buy/sell sign from its price.|Reliable sign where available, conservative quote/tick rules and calibrated-label dependency.|Hard assignments near quote boundaries hide timing and classification uncertainty, and independent signs understate shared quote error.|Construct sign-evidence likelihoods over admissible preceding quote states and report raw rule decisions, uncertain mass and common quote-error groups. Compare conservative intervals and probabilistic classifiers only on reliable matched-label cohorts; O20 later handles package-level alternatives without feeding its result back into the early sign port.|Reported/quote/tick/conservative-unknown, timing-aware sign scenarios and eligible calibrated classifier.|Sign calibration by quote age/condition, unknown retention, grouped uncertainty and downstream flow sensitivity.|Locked/crossed quote; quote arrives late; inside-spread print; shared stale quote signs many trades; reliable futures label fails to transfer.|Preserve usable directional information with uncertainty that reflects the actual classification evidence.
O04|forecast|Interpolate IV points into a smooth curve.|Contract-consistent constrained surfaces, temporal continuity, missing support and price/IV uncertainty.|Smoothness alone can overfit noisy midpoints or create false precision in sparse wings and temporal extrapolation.|Fit a robust interval-aware price surface with low-rank temporal factors and constrained residuals, comparing static snapshot fits with causal filtered updates. Preserve common parameter/quote uncertainty and distinguish interpolation from forecast/extrapolation; test future quote/price prediction and downstream sensitivity separately.|Nearest/flat, constrained interpolation, SVI/SSVI or style-consistent price surface, temporal factors and bounded residual challenger.|Held-out price loss relative to spreads, arbitrage/domain diagnostics, uncertainty coverage, temporal stability and economic increment.|Missing wing; conflicting quotes; expiry approaches zero; American exercise feature; broad common surface error.|Improve the usable shape and dynamics of the surface without mistaking a smooth fitted curve for complete observation.
O05|measurement|Add Gamma and higher Greeks as separate scalars.|Unit-consistent local and surface-aware sensitivities verified against finite differences.|Local derivatives become unstable or inaccurate for finite moves, while computing every derivative at full precision can be expensive.|Build a consumer-specific response cube from full repricing over registered joint price/volatility/time shocks, with local Greek approximations and measured truncation error. Use adaptive finite differences/automatic derivatives where valid and cache only requested sensitivities; compare sticky conventions as scenarios rather than asserting one actual hedge law.|Analytic/reference Greeks, finite differences, local scenario approximation and full nonlinear repricing with error-controlled optimization.|Derivative/price parity, finite-move approximation error, scenario stability, inference cost and downstream added value.|Near-expiry delta saturation; surface kink; American boundary; charm sign; large correlated price/vol shock; unlike units.|Provide stable local and finite-move sensitivity information appropriate to the consumer's actual scenario.
O06|engineering|Carry yesterday's OI and subtract the next file.|Published-report lineage, comparable contract intervals and revision/terminal-state labels.|Flat endpoint tables lose reporting cadence, missing-report patterns and the distinction between actual change and later revision.|Represent OI as a versioned report-event ledger with comparable interval identities, lifecycle transitions and revision innovations. Generate next-report label families and support masks from one deterministic compiler; retain current vintage, later revised value and measurement uncertainty separately, never inventing an intraday position observation.|Last-known table, naive-date diagnostic and event-ledger label service on identical reports.|Report/contract reconciliation, label-maturity fidelity, revision attribution and reusable-label cost.|Weekend gap; omitted zero versus missing row; exercise/adjustment; late revision; new contract; changed publication schedule.|Supply dependable endpoint supervision and clearly identified report innovations to all OI/holdings models.
O07|forecast|Estimate OI by adding a fraction of volume.|Constrained count/distributional models and coherent contract/strike/expiry hierarchy.|Independent forecasts miss common expiry/market shocks and can perform well in aggregate while misplacing concentration across strikes.|Fit joint nonnegative OI-change scenarios with partially pooled lifecycle/count parameters and low-rank cross-strike/expiry shocks. Compare aggregate reconciliation with jointly generated samples, preserving new/zero/expiring contract regimes and uncertainty in report revisions; evaluate concentration relocation as well as totals.|Persistence/volume fraction, independent count model, hierarchical reconciled forecasts and joint factor/count scenarios.|Count/distribution proper loss, aggregate coherence, small/new-contract and node-placement error, downstream value.|Same total with wrong strike allocation; many contracts share shock; expiration; sparse new listing; revision outside trade-only bound.|Forecast the distribution of where aggregate positions may be reported, not just a chain-level total.
O08|forecast|Update inferred holdings deterministically from signed flow.|Frozen holdings, latent opening/closing scenarios, coherent filtering and endpoint nonidentification.|A single chosen filter can appear precise despite many compatible intraday paths, and downstream usefulness may not require identifying one path.|Compare a family of identified-compatible latent transition models with shared one-time evidence assimilation and endpoint likelihoods. Propagate model/parameter/path uncertainty separately; test decision sensitivity across plausible filters against direct observable flow-to-path challengers. Do not score an unavailable intraday truth as if observed.|Frozen/proportional scenarios, one state-space filter, uncertainty-preserving model family and direct predictive bypass.|Endpoint forecast loss, synthetic path recovery where truth is known, uncertainty sensitivity, downstream net and compute.|Different paths share endpoint; flow reused through O07; exercise shock; filter collapses after duplicate evidence; direct model works without holdings.|Use latent holdings only to the extent supported by observations and added decision value, preserving uncertainty that endpoints cannot resolve.
O09|measurement|Treat a signed Gamma board as dealer positioning.|Explicit holdings/sign scenarios, gross concentration, correct units and nonlinear finite-move alternatives.|Separate boards obscure how Gamma, vanna, charm and surface/price shocks interact, while arbitrary sums create meaningless strength.|Create common scenario response fields over source coordinate, tenor and shock, retaining gross concentration, assumed signed sensitivities and full repriced delta/option-value changes as distinct channels. Compare interpretable local boards with low-rank joint response summaries; empirical hedging/price response remains a separate forecast, not a measured position.|Static prior-OI Gamma, mechanical repricing, all Greek/holdings scenarios and joint finite-shock response representation.|Unit/repricing fidelity, scenario stability, concentration information, incremental path/value and inference cost.|Call/put sign scenario reverses; delta saturates; vanna/charm interaction; missing wing; coverage loss changes total.|Represent the full exposure information and uncertainty while keeping mechanical sensitivity separate from actual market behavior.
O10|measurement|Call every Gamma-board change new dealer flow.|Mechanical spot/surface/time, holdings and universe changes with ordered/symmetric attribution.|Aggregate attribution hides which contracts drive a change and may allocate interactions differently under different factor orderings.|Produce contract-to-node-to-chain attribution with explicit joint interaction terms and common-universe controls. Compare exact bounded-factor Shapley/symmetric allocation with the cheaper ordered reference, reporting allocation sensitivity; model unexplained future-relevant residuals only after measured/assumed factors and data changes are exposed.|Raw change, ordered decomposition, symmetric/Shapley alternatives and interpretable residual features.|Reconstruction error, factor-order stability, source/coverage attribution, incremental information and compute.|Spot and IV move together; holdings scenario changes; contract birth/expiry; missing quote; node identity splits.|Explain exposure evolution at useful spatial scales and test which residual changes add information beyond mechanical repricing.
O11|location|Pick the largest strike peaks or draw dots by size.|All supported concentration nodes, explicit widths/uncertainties and stable split/merge identity.|A single smoothing threshold creates fragile nodes, and point identity can jump between nearby peaks as weights change.|Add multiscale density/prominence persistence and scenario-consensus node sets, retaining tiny supported nodes and uncertain identity. Match nodes by member overlap plus constrained transport/geometry, comparing with deterministic adjacent-strike clusters; do not equate smoothing-scale persistence with observed lifetime.|Individual strikes/top peaks, adjacent clusters, multiscale persistence, scenario-consensus nodes and bounded learned widths.|Node/support stability, split/merge fidelity, density/width-matched role value, sensitivity and runtime.|Equal peaks; broad plateau; tiny persistent cluster; scenario-dependent sign; missing strike; two nodes merge.|Generate stable, well-supported spatial objects whose geometry and identity uncertainty can be used explicitly downstream.
O12|forecast|Assume a growing or moving node will attract price.|Distinct mechanical/holdings growth, persistence, migration, thinning and conditional path roles.|Node-by-node scalar trends miss interacting clusters, uncertain lineage and the difference between temporary revaluation and persistent structural change.|Fit a joint node transition model with lineage, neighboring topology, factor-attributed changes and scenario uncertainty. Compare independent slopes/hazards with a sparse relational duration model forecasting survival, displacement, width/mass change and role; retain a future exposure-field challenger from which nodes are derived.|Persistence/static rank, independent hazards, attribution-conditioned relational transitions and field-evolution challenger.|Joint survival/migration calibration, identity uncertainty, useful role lifetime, matched-density net and cost.|Node moves mechanically then returns; one splits into two; original grows only after observed delivery; missing chain mimics thinning.|Forecast how useful option-derived structure evolves and how that changes future opportunities, with timing and provenance intact.
O13|measurement|Read named Gamma-chart patterns as fixed market narratives.|Every named topology grammar is measurable, with continuous alternatives and no mandatory exclusions.|Narrative categories overlap and can hide the exact relative geometry or transition that carries information.|Build a continuous relational grammar over ordered nodes, gaps, opposing/gross concentration, slope/curvature, scenario state and temporal change. Preserve each named detector and forecast its transitions; compare sparse grammar features with graph motifs and a small temporal model, separately scoring whipsaw, rainbow, squeeze, weakening, decoy, stairstep, delivery and event-failure branches.|Each source pattern, continuous topology baseline, sparse relational motifs and optional temporal graph model.|Pattern-definition fidelity, branch/path proper loss, robustness to node extraction, net contribution and complexity.|Same topology fits two names; king changes sign but remains largest magnitude; distant node never reachable; midrange useful; missing wing mimics air pocket.|Convert the entire pattern vocabulary into interpretable geometry and dynamics that can be improved without treating narrative names as truths.
O14|forecast|Summarize the chain with a few totals or one expiry.|Per-expiry specialists, coordinate-aware sets/graphs and causal temporal encoders.|Unstructured pooling can lose strike/tenor localization, while a large graph wastes capacity on sparse or redundant contracts.|Compare a hierarchical low-rank strike-by-expiry representation with shared contract encoding, local coordinate interactions and temporal residuals. Retain absolute and normalized coordinates, support masks and lifecycle; benchmark information-matched engineered summaries, per-expiry fusion and structured encoders, with separate auxiliary targets and no label feedback.|Scalar/tabular, per-expiry fusion, existing set/graph, hierarchical tensor factors and bounded temporal residual model.|Common-target proper loss, small-node/localization error, missing-support robustness, net contribution and compute.|Same totals different strike allocation; expiry appears/disappears; permutation changes output; sparse wing; auxiliary OI label not mature.|Capture joint spatial and temporal chain structure efficiently while proving which information and representation improve forecasts.
O15|measurement|Count large calls/puts or sum premium.|Complete contracts/premium flow ledgers with side/unknown, expiry/cohort and feed-versus-aggregate distinctions.|Totals lose moneyness/expiry distribution, duration and unusual flow relative to a contract's expected activity.|Add incremental strike/expiry/size flow surfaces, multi-memory signed/gross paths and exposure-normalized innovations, with exact reconciliation to the original ledger. Track breadth and concentration separately from intensity; preserve raw call/put and aggressor channels rather than compressing them into one sentiment score.|Raw volume/premium, signed totals, spatial/temporal flow surfaces and simple residual summaries.|Ledger conservation, support/scale stability, incremental path/OI information and runtime.|Top-N feed omits trades; same total spread across expiries; one expensive contract dominates premium; uncertain side; corrected trade.|Retain where, when and how options trading occurred so downstream models can distinguish new information from routine activity.
O16|measurement|Weight signed flow by delta or Gamma.|Distinct delta/Gamma/vega/vanna/charm CVD/OHLC with event-frozen, arrival-repriced and revalued paths.|Separate local Greek totals hide nonlinear response and joint shock dependence; current revaluation can obscure the original traded information.|For each eligible trade, retain frozen local sensitivities and a common finite-shock response vector from contemporaneously available valuation/scenarios. Aggregate by time/expiry/cohort with exact units and sign uncertainty; compare local weighted CVD with full repriced scenario-flow summaries and their subsequent mechanical revaluation, never calling them actual hedge flow.|Contracts/premium only, every separate Greek channel, frozen/repriced alternatives and joint finite-shock flow representation.|Sensitivity/repricing fidelity, path OHLC correctness, scenario uncertainty, each channel's incremental value and cost.|Vega omitted by a delta/Gamma-only shortcut; late receipt changes valuation; near-expiry saturation; mapping Jacobian changes; unlike units.|Upgrade all weighted-flow channels together while preserving their individual experiments and the timing of the original trade information.
O17|measurement|Use one magnitude-weighted mean strike and symmetric bands.|Source above/below-mean centers, filter conventions, opening envelopes and robust alternatives.|A scalar center can sit between modes and change dramatically when an uncertain distant cluster appears.|Represent the normalized magnitude distribution with weighted quantiles, cluster-specific centers and asymmetric envelopes across common scenarios. Compare source mean/filter/opening-envelope variants with distributional summaries and consensus versus scenario-specific center regions; uncertainty is a scenario range unless probabilistically calibrated.|Exact source center, all/per-expiry, trimmed/quantile alternatives and multimodal scenario-aware distribution.|Arithmetic/filter fidelity, center stability, multimodal support, role/path information and downstream net.|Two equal peaks; zero total; 50%-of-king differs from percentile; upper/lower split uses mean not spot; opening window incomplete.|Describe the full center/band information without forcing a misleading mean to stand for a multimodal board.
O18|forecast|Use put/call or volume/OI ratios and ranked activity.|Distinct count, volume, premium, breadth, concentration, same-time relative flow and OI-relative features.|Composition changes and sparse denominators can look like unusual participation even when within-contract activity is normal.|Fit partially pooled expected activity by contract lifecycle, tenor/moneyness, clock exposure and supported market state. Decompose breadth expansion, within-contract intensity, signed imbalance and composition migration; compare residual feature tensors with raw ratios and simple shrinkage before nonlinear models.|Raw ratios/totals, shrunken relative activity, component residuals and structured interaction challenger.|Count/flow target proper loss, sparse-denominator stability, decomposition fidelity, incremental path/net and compute.|New listings inflate breadth; tiny known OI; a few expensive options dominate premium; partial chain; changing expiry mix.|Identify what is unusual about participation and whether its breadth, intensity or directional composition carries future information.
O19|forecast|Port equity-option indicators directly to futures options.|Style/UDS-aware native flow, OI/settlement and separately eligible trade/settlement-implied valuation.|Missing continuous quotes can block a large indicator stack even though valuation-free strike/expiry flow still contains distinct information.|Build a native valuation-free contract/strike/expiry activity and signed-flow surface with report innovations and decoded outright/package structure. Add settlement/trade-implied sensitivity channels only on eligible cohorts, and compare their increment separately against native flow and OPRA information using matched dates.|Futures price, OI/settlement, native flow-only, eligible valuation channels and combined cross-chain models.|Native ledger fidelity, unique common-target information, support robustness, net contribution and data cost.|UDS legs unresolved; aggressor available without quotes; settlement arrives later; American style; underlying future differs by expiry.|Use all supported native futures-option information without fabricating a quoted surface or losing the flow-only branch.
O20|measurement|Group nearby similar-size prints into a sweep or spread.|Condition flags, causal temporal/size/leg-ratio grouping and explicit package uncertainty.|One committed grouping can double-count trades or assign incompatible package directions with unjustified certainty.|Create a causal hypothesis graph of mutually compatible package groupings, with bounded candidate matches and one-use trade accounting per hypothesis. Aggregate flow/sensitivity under each admissible grouping and report ambiguity; compare deterministic clustering with probabilistic weights only when labelled support justifies them.|No grouping, condition/source-window rule, deterministic clustering and compatible-hypothesis ensemble.|Trade-use conservation, grouping fidelity on eligible labels, sensitivity range, downstream increment and compute.|Two possible parents share a print; delayed leg; repeated size by chance; later leg changes hypothesis; incomplete ratio.|Preserve economically meaningful package possibilities without turning a heuristic into known order identity or intent.
O21|decision|Gate options on one freshness or confidence flag.|Common joint uncertainty propagated through valuation, exposure, nodes and path forecasts.|Large upstream uncertainty can be harmless to the chosen action, while a small uncertainty near a ranking boundary can matter greatly.|Add downstream decision-sensitivity attribution across quote, sign, surface, holdings, mapping and model scenarios. Compare source-validity masks, forecast-spread gates and action-instability/value-of-better-measurement diagnostics; keep early quality ports separate from later decision sensitivity to preserve the DAG.|Point estimate, joint scenarios, reliability meta-gate and decision-relevant sensitivity rules.|Calibration, selected risk/coverage/net, disagreement attribution, uncertainty width and marginal data/compute value.|All scenarios choose same action; one uncertain node reverses ranking; correlated common errors; duplicate evidence shrinks interval.|Use options uncertainty according to its effect on decisions and identify which missing precision would actually be worth improving.
O22|forecast|Trade the strongest node as a universal magnet or reversal.|Independent reach, role, runner, room and lifetime heads; mediated and direct predictive challengers.|Separate heads can disagree on path order and hide whether latent holdings add anything beyond observable chain/flow information.|Use a candidate-landmark path/role model with joint contact, departure, retrace, continuation and duration outputs under common scenarios. Compare mediated exposure features, direct observables and their residual mixture with factorial representation/information controls; integrate pre-touch arrival uncertainty without importing realized arrival features.|Static node rule, simple role model, direct/mediated existing heads and coherent relational path model/mixture.|Joint role/time proper loss, calibration, mediation-versus-direct increment, lifetime and complete-policy net.|Node predicts touch but not useful departure; runner after retrace; source-only opportunity; small node; latent model improves OI but harms action value.|Forecast what option structure means for attainable receiver paths and determine whether each latent or direct information path earns its complexity.
O23|measurement|Use the max-pain minimizing strike as a price target.|Exact compatible terminal payoff curve and full minimizer set with simple role controls.|The minimizer discards slope, concentration and asymmetric payout geometry, and may not be stable to incomplete OI support.|Retain the full piecewise-linear payout curve, one-sided slopes, normalized excess payout, minimizer interval and strike-local slope changes across valid OI/support scenarios. Compare these deterministic curve features with the scalar minimizer, nearby round strikes and other node/profile references; predictive use remains an independent hypothesis.|Reference payoff arithmetic, minimizer-only, full curve summaries and shrunken conditional role model.|Payoff/slope parity, minimizer stability, placebo-adjusted path/role evidence and net contribution.|Flat minimum; unbounded valid domain edge; missing wing; adjusted payoff; zero OI; same minimum with different slopes.|Extract all supported information from the benchmark curve without calling hypothetical payout a force or observed dealer objective.
X01|engineering|Synchronize all markets into the same bar timestamp.|Backward availability joins, source ages, event-triggered grids and latency uncertainty.|Coarse snapshots lose event order, while naive event merges can overreact to frequent sources or compare unequal information delays.|Build a multi-rate causal event view with source-liveness and publication-age channels, bounded event coalescing and explicit partial order for uncertain timing. Compare common-clock and source-triggered decisions at matched observation/delay budgets; downstream lag models use admitted observations only.|Common-minute baseline, literal event merge, multi-rate coalesced views and latency scenarios.|As-of/order fidelity, retained fresh information, forecast/value versus delay, event load and runtime.|ETF minute spans many futures ticks; same timestamp uncertain order; quiet healthy source; duplicated snapshot; delayed source burst.|Preserve usable cross-market timing efficiently without manufacturing simultaneity or future access.
X02|measurement|Convert a source strike with a fixed price ratio.|Causal affine/basis/parity mappings with Jacobians, domains and uncertainty.|A single point estimate ignores carry/maturity dependence, structural changes and correlated error across mapped nodes.|Use a joint coordinate/basis state with explicit carry/expiry structure and residual bands, comparing robust filtered updates with fixed/rolling maps. Propagate common mapping scenarios through all related objects and sensitivities, test round-trip/domain behavior and compare joint observation models when both coordinates are noisy; keep predictive cross-index transmission separate.|Fixed ratio, affine/filter/parity baseline, structured joint basis model and uncertainty-propagating map.|Out-of-sample mapping error/coverage, coordinate/Jacobian fidelity, stability, mapped action robustness and cost.|Noisy source and receiver; roll; same underlying different maturity; inverse regression not algebraic inverse; cash proxy touch unknown.|Map related instruments consistently and quantify whether mapping uncertainty matters to an actual one-mini decision.
X03|forecast|Assume one Nasdaq options chain is best.|Separate NDX monthly, NDXP, QQQ and native futures-options experts plus matched joint comparisons.|Overlapping chains may share most information while differing in settlement, investor activity, coverage and residual signals.|Decompose chain forecasts into common Nasdaq state and chain-specific residual information, with settlement/lifecycle/support factors. Compare hierarchical residual fusion and sparse cross-chain interactions against simple pooled forecasts, preserving each chain, small-node and source-only cohort plus native flow-only eligibility.|Futures/QQQ/each NDX-family/native source alone, pairs/full family, linear fusion and common-plus-residual hierarchy.|Common-target loss, unique/joint information, coverage/density-controlled net, uncertainty and compute.|Best chain changes by horizon; monthly versus daily expiry; unequal coverage; small useful node; shared shock counted repeatedly.|Determine which Nasdaq sources add distinct information and whether their interactions improve the receiver policy.
X04|forecast|Transfer Nasdaq assumptions to S&P or choose ES from raw averages.|Separate SPX/SPXW/SPY/native ES information and fair one-mini NQ/ES policies.|Information value and execution feasibility can be confounded, especially across settlement conventions and unequal source histories.|Build common S&P versus chain-specific residual forecasts with explicit AM/PM settlement and support, mirroring X03's controlled hierarchy. Separately pass predictions into actual one-mini ES economics and P12's budget-fit comparison; report full-supported and matched-date evidence without merging their claims.|Each S&P chain/native source, transparent fusion, residual hierarchy, and matched NQ/ES complete policies.|Source increment, settlement-specific calibration, net/risk feasibility, paired uncertainty and cost.|SPX AM expiry differs from SPXW PM; ES native quote gaps; NQ larger history; same forecast quality but different affordable stop.|Improve S&P information and assess ES fairly without mistaking a feature advantage for an execution advantage.
X05|forecast|A source level reaction should make the receiver follow.|Explicit source-event availability, realized receiver movement, residual basis/lag and no-local-touch cohorts.|A fixed event flag loses remaining information lifetime and can mistake a shared contemporaneous shock for predictive transmission.|Estimate conditional receiver innovations relative to a receiver-only/common-market baseline, using source-event geometry, intensity, lag and uncertainty. Compare distributed response kernels and event-survival models, distinguishing fast already-realized response from slower remaining effect; source-event matching and negative controls use only admissible past information.|Receiver-only, simple source-return/event regression, residual transmission kernels and duration-aware event model.|Incremental future path/time loss, lag stability, conditional controls, source-only policy net and latency sensitivity.|Receiver moves before source receipt; contradictory sources; source node never touched; common announcement; source event expires while waiting.|Forecast the remaining receiver opportunity attributable predictively to fresh source information, without claiming structural causality or requiring local touch.
X06|forecast|Combine chains or markets by averaging signals.|Hierarchical contract/expiry/chain/asset sets with coordinate-aware graph/time alternatives.|A large joint model can learn coverage artifacts or repeat common factors, while its useful cross-source interactions remain opaque.|Compare a shared low-rank common-state model with sparse, directed, lagged residual interactions and uncertainty-aware source masks. Add graph/attention residuals only after this structured baseline; preserve per-source/expiry ablations, interaction tests and equal information/compute comparisons, with all current-cut ports acyclic.|Additive/per-chain fusion, regularized interactions, common-plus-residual hierarchy and bounded set/graph/temporal challengers.|Joint target proper loss, unique/interaction contribution, missing-pattern transfer, complete net and compute.|One new feed changes regime label; common factor repeated many times; source order permutation; incompatible coordinates; unavailable intraday chain.|Model useful joint information across the entire supported source hierarchy while making redundancy and real interactions measurable.
X07|forecast|Use price SMT, a ratio or cross-market CVD disagreement.|Own-reference breach order, normalized cohort flow, residual returns and lagged forecasts.|Binary SMT and raw correlations ignore expected common movement, unequal activity clocks and time-varying residual coupling.|Build joint price/flow innovation channels after train-fitted common-factor and scale adjustment, with explicit breach magnitude/order and distributed causal lags. Compare stable shrinkage transfer kernels and duration-aware divergences across every price/cohort case; score after realistic availability and execution delay.|Source SMT/ratio, linear VAR/ridge, normalized residual lag features and sparse nonlinear interactions.|Per-case future path loss, lead-lag stability, conditional calibration, redundancy and net after latency.|Same movement explained by common factor; unequal contract units; one stale stream; cohort definitions differ; breach order reverses with valid delay.|Test which cross-market disagreements contain fresh receiver information rather than scale, clock or common-factor artifacts.
X08|forecast|Use ETF direction or large off-exchange prints as broad sentiment.|ETF proxies, known constituent events, unsigned TRF receipt-time features and separate true-breadth dependency.|Aggregate ETF and print totals hide event concentration, activity surprise and reporting delays, while proxies can be mistaken for actual constituent breadth.|Build residual ETF/print-event features conditional on market movement, expected receipt intensity and report lag, with price-reference controls. Where true PIT constituents/weights become eligible, decompose index movement into concentration/breadth and constituent-event contributions and compare its increment to existing proxies; no unsigned print becomes invented CVD.|Futures-only, ETF proxy, TRF intensity/reference controls, residual event features and separately eligible true constituent decomposition.|Event/report fidelity, incremental path/tail loss, placebo-adjusted print value, net and distinct data contribution.|Large late TRF print; cancelled print; one constituent drives ETF; current weights leak; known earnings with absent constituent tape.|Use supported ETF and reported-event information more precisely while defining the additional value true constituent data must prove.
X09|forecast|Compress global markets into a risk-on/off score.|Independent NKD/FX, HG/FX, SI, YM/RTY, rates and GC/USD children with correct clocks and units.|Raw cross-market returns mix currency, local-session effects and common events, and one pooled model can conceal weak individual sources.|For every child, separate local-asset, currency/basis, session and common-event components, then estimate shrinkage causal lag/response features at supported horizons. Compare per-source residual experts and sparse joint fusion; preserve each commodity/index/rates branch and do not turn slow inputs into subsecond evidence.|Receiver-only, every single-source lag model, decomposed residual children and bounded multivariate fusion.|Child-specific path/tail loss, timing stability, unique/joint net contribution, effective dates and data/compute cost.|NKD move explained by FX; commodity holiday; daily rates observation copied intraday; shared announcement; one source unavailable.|Identify which global relationships add distinct usable information, at the time scale the observations can support.
X10|forecast|Read slow positioning, inventory or fund holdings as a current trading signal.|Publication-lagged levels/changes/percentiles and distinct COT/SHFE/SLV report clocks.|Repeated intraday copies inflate apparent sample size and a raw change ignores expectations, revisions and elapsed report relevance.|Model report-level innovations with partial pooling, explicit vintage/revision effects and a causal distributed influence kernel over subsequent sessions. Compare level/change, expectation-adjusted residual and interaction with current market state; estimate uncertainty by independent reports and keep each source's economic meaning separate.|No slow data, last-published level/change, pooled report innovations and supported state interactions.|Report-level target loss/calibration, age relevance, incremental session/day value, revision sensitivity and effective sample size.|Positions date precedes publication; missing report; revision later; holdings change from units/price convention; sparse rare extreme.|Use slow information as a tested state modifier with a realistic lifetime, rather than pseudo-fresh intraday observations.
